Country,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100
Italy,Corigliano Foce Crati,Mediterranean Sea,99,,1,1,1,1,1,1,,1,,,,,,,3,,2,1,1,1,1,3,2,,,1,1,1,,1,1,1,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,3,1,3,,,,3,3,1,1,,3,3,3,3,3,,3,,,,,1,,,1
France,"Plage centrale , 33990 Hourtin, France",North-east Atlantic Ocean,78,,,,,,,15,,,,,,,,,,,,10,,,,,,,,,,2,1,,,,,,,,,,,,,,,15,,,,5,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,10,,,,,
France,"16 Avenue Maréchal Joffre, 34250 Palavas-les-Flots, France",Mediterranean Sea,81,,,22,,,20,6,,40,,,,,,,,,,10,,,,,,150,,,30,,,30,3,3,,,,,,,,,,,,7,,,,16,,,6,,,,,,,,,,,,,,,,23,,7,,,,,,,,,,,,23,,,,,
Italy,Spiaggia Maganuco Modica (RG),Unknown,100,,,33,3,,26,,1,,1,6,,,,,,,1,34,3,1,,,,9,,,,,,10,1,6,,,,,,,,,,,3,2,,2,3,,,,7,,,,,1,,,,,,2,,,,,60,3,2,,,,,,,4,,,,1,1,,,,,1
,Pollock Beach,Unknown,209,Sandy,,,,,,,,,,,,,,,,,,2,,,,,,14,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,Pollock Beach,Unknown,209,Sandy,,,7,,1,,,5,,,,,,,,,,1,,,,,,219,,,51,,,,9,20,,,,,,,,,,,1,2,,,,,,,,,,,,,,,5,,,,,,16,,,,5,,,,,,,,,,,,,,,,,
Switzerland,chriesbach_duebendorf_schneidera,,51,Other (mixed),,,,,1,2,,,,,1,,,,,,,2,,,,,,,,,10,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,8,,,,,,,,,,,,,,,,,
Switzerland,chriesbach_duebendorf_schneidera,,51,Other (mixed),,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,4,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Switzerland,chriesbach_duebendorf_schneidera,,51,Other (mixed),,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,14,,2,,,,,,,,,,,,,,,,,
Switzerland,chriesbach_duebendorf_schneidera,,51,Other (mixed),,,,,,,,1,,,,,,,,,,,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Switzerland,chriesbach_duebendorf_schneidera,,51,Other (mixed),,,1,,1,1,,,,,,,,,,,,1,,,,,,8,,,11,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,2,,,,,,,,,,,,,,,,,
Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Birsköpfli Rusco,,50,,,1,3,,0,0,,0,,,0,,,,,,,1,0,1,1,1,0,9,0,,3,1,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,1,,,,,0,0,2,,,1,0,,,,,34,4,0,0,,,,1,,0,0,0,,0,0,0,,,0,0
Germany,Birsköpfli Rusco,,50,,,0,0,,0,0,,0,,,1,,,,,,,10,3,0,2,0,0,254,0,,15,2,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,2,0,,,,,3,3,1,2,,,,0,,0,0,0,,0,1,0,,,0,0
Denmark,Stevns 6,Baltic Sea,100,Pebbels,,,16,,,,,130,,,,,,,,,1,,,29,,,,,,,,,,,,,,,,6,,,,,,,,,,,7,,1,65,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,7
Romania,Saturn,Black Sea,102,Sandy,,3,64,2,7,6,,12,1,,1,,,,,,,40,1,4,7,14,2,956,6,1,120,15,19,37,20,223,136,2,,,,,,,,,5,9,,1,,,,,,,,,,,23,4,,,,,,10,16,1,30,,2,,,,,6,1,,,,,,10,,,,,
Romania,Saturn,Black Sea,102,Sandy,,,103,,25,22,,,,,,,,,,,,127,23,,10,6,1,168,,4,37,14,8,54,6,81,9,,,,,,,,,,5,14,,,1,,,,,,,,,,16,,,,,,,26,,,214,,1,,,,,4,,,,,,6,22,,,,2,
Romania,Saturn,Black Sea,102,Sandy,,,44,6,19,7,,5,,,,,,,,,,39,1,9,1,,1,14,,1,25,5,2,11,2,15,4,,,,,,,,,,,,,,,,,,,1,1,,,,7,2,,,,,,15,,,53,,60,,,,,1,,,,,,,8,,,,1,1
Spain,"Port Ginesta, Barcelona",Mediterranean Sea,100,Sandy,,3,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,14,5,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,
Norway,hyio,North-east Atlantic Ocean,195935,Pebbels,,,,,,6,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,"Cala Reona, Murcia",Mediterranean Sea,100,Sandy,,8,,,53,,,17,,,,,,,,,,17,,,,,,26,,,12,,,,,23,,,,,,,,,,2,,9,2,,,,,,6,,,,,,3,1,,,,,,,,,125,1,,,,,,,,,,,,,2,2,,,,
Denmark,Selsø,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,Selsø,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,
,"6 Boulevard du Midi Jean Hibert, 06400 Cannes, France",Mediterranean Sea,350,,,10,,,10,5,,100,,,20,,,,,,,50,,,,,2,200,,,80,,1,10,,,,,,,,,,,,,,20,,,,20,,,1,,,,,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,
France,"Unnamed Road Vendays-Montalivet, 33930 Vendays-Montalivet, France",North-east Atlantic Ocean,78,,,52,11,,54,,,0,,,,,,,,,,83,,,,,21,13,,,7,54,,0,0,0,,,,,,,,,,,,53,,,,2,,,0,,,,,,,,,,991,,,,,,249,,197,,,,,,,,,,,,322,,,,,6
Spain,"Carrer de la Creu Roja, 1B, 46529 Canet d''en Berenguer, Valencia, Espa?a",Mediterranean Sea,750,,,65,,,23,1,,1,,,1,,,,,,,34,,,,,1,3883,,,54,20,1,28,1,27,,,,,,,,,1,,,9,,,,19,,,1,,,,,,,,,,1,1,,,,,383,,1,,,,,,,,,,,,300,,,,,
Spain,Playa Isla Plana,Mediterranean Sea,817,Sandy,,,,,1,,,,,,,,,,,,,8,,,,,1,883,,,,5,,,7,29,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,5,,,117,,,,,,,,,,,,,,,2,,,,
Belgium,Duinpark - Groendijk helft 1,North-east Atlantic Ocean,366,Sandy,,1,,,9,,1,,,,,,,,,,,11,,4,2,,1,,,,,,4,,1,2,,,,,,,,,,1,,17,,,,,,,,,2,,,,6,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Spain,"Brazomar, Cantabria",North-east Atlantic Ocean,100,Sandy,,1,,,2,,1,1,,,1,1,,,,,,1,,,,,,20,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,,,,,,1,,,4,3,,,,,,,,,,,,,5,3,,,,1
France,"Unnamed Road Vielle-Saint-Girons, 40560 Vielle-Saint-Girons, France",North-east Atlantic Ocean,80,,,25,,,,,,15,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,20,,,,10,,,2,,,,,,,,,,10,,,,,,100,,100,,,,,,,,,,,,,,,,,
Ukraine,Sand Spit 2,Black Sea,105,Sandy,,63,,1,,9,,,,2,,,,,1,,,12,1,,,5,,,,,23,,,11,,,1,,,,,,,,,,,2,,,,,,,1,,2,,,,,,,,,,,,,,8,,4,1,,,,2,,,,,,,,1,,,,
Denmark,Hellebæk,North-east Atlantic Ocean,2923,,,25,,,10,,,25,,3,,,,,,,1,10,,,,,20,,,,65,,,,9,30,,,,,,,,,,,3,,,,,,1,,4,,,4,,,1,,,,3,3,,,,,,,,,,,,,,,,,,,,,,1,,
Spain,Playa El Portús,Mediterranean Sea,122,Rocky,,,26,,1,,,,,,,,,,,,,1,,,,,,290,,,2,2,,1,1,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Spain,"Torrenueva, Granada",Mediterranean Sea,100,Sandy,,,,,6,,1,9,,,,,,,,,,39,,,,,,217,,,19,,,,,17,,,,,,,,,,,,11,,,,,,,,,,,,,2,0,,,,,,,,,7,,,,,,,,,,2,,,,,23,,,,
Spain,"Torrenueva, Granada",Mediterranean Sea,100,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caswell Bay,North-east Atlantic Ocean,54,Pebbels,,1,,,,6,,2,,,,,,,,,,6,,,,,,2,2,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,4,,,,,,,,,,,,,,63,,,,,
Spain,"Berria, Cantabria",North-east Atlantic Ocean,100,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,"Parcelgård strandeng, Roskilde Vig",North-east Atlantic Ocean,98,Other (mixed),,1,2,,1,2,,1,,,,,,,,,,1,,,1,,,2,,,4,,,1,1,2,,1,,,,,,,,,,3,,,,,,,,,,,,1,1,,,,2,,,2,,,5,,7,,,,,,,,,,,,6,3,,1,,
France,"65 Avenue des Bouchots, 85360 La Tranche-sur-Mer, France",North-east Atlantic Ocean,76,,,250,3,,5,,,5,,,,,,,,,,20,,,,,3,10,,,10,15,,5,,3,,,,,,,,,,,,100,,,,20,,,,,,,,,,,,,12,,,,,,50,,50,,,,,,,,,,,,20,,,,,5
France,"49 Avenue Paul Roullet, 17110 Saint-Georges-de-Didonne, France",North-east Atlantic Ocean,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sand bay,North-east Atlantic Ocean,70,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,chriesbach_duebendorf_schneidera,,51,Other (mixed),,,2,,3,,,1,,,,,,,,,,3,,,,,,1,,,11,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,34,,5,,,,,,,1,1,,,,,,,,,
,"Unnamed Road, 17137 Nieul-sur-Mer, France",North-east Atlantic Ocean,3000,,,2,,,20,7,,56,,,3,,,,,,,65,,,,,5,37,,,20,2,,11,,7,,,,,,,,,193,,,162,,,,128,,,12,,,,,,,,,,48,1,,,,,112,,57,,,,,,,,,,,,,,,,,
France,"605 Boulevard de la Plage, 40170 Saint-Julien-en-Born, France",North-east Atlantic Ocean,80,,,,20,,20,,,,,,,,,,,,,12,,,,,,500,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"6 All?e des Coquelicots, 44250 Saint-Brevin-les-Pins, France",North-east Atlantic Ocean,75,,,50,,,20,20,,30,,,,,,,,,,30,,,,,,,,,20,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,10
Italy,pineto ,Mediterranean Sea,179,,,1,0,,1,1,,5,,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,
,Formby Beach,North-east Atlantic Ocean,1362,Sandy,,,8,,,7,2,1,,1,1,,,,,,,31,,,5,,,,,,84,2,,3,1,5,,,2,,,,,,,,4,32,,1,,,,,,,,,,,,15,,,3,,,,,,86,5,3,,,,,,,,,,,1,10,2,,,,
,Formby Beach,North-east Atlantic Ocean,1362,Sandy,,1,8,,5,,5,1,,,,1,,1,3,1,,8,,2,,,,,,,62,,,,,1,1,,,1,,3,,1,,,13,32,,,1,,,,,,,,,,,3,,,,,,,7,,,,2,,,,,,,,,,,3,,,,,,
,Formby Beach,North-east Atlantic Ocean,1362,Sandy,,,6,,5,,,2,,,,,,,1,,,16,,,3,,2,,,,9,,,1,2,,,,,,,,,,,,,35,,,2,,,,,,,,,,,4,,,3,2,,,5,,,4,,,,,,,,,,,,,,,,,,
,"Plage Calabonita, Al Hoce?ma, Maroc",Mediterranean Sea,150,,,72,,,3,11,,11,,,2,,,,,,,151,,,,,32,842,,,17,108,6,1,1,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,3,,,,,171,,95,,,,,,,,,,,,1,,,,,2
Switzerland,greifensee_fällanden_simmenc,,135,Other (mixed),,5,2,,1,2,,,,,,,,,,,,1,,1,1,7,,27,,,67,,,,1,1,,,,,,,,,,,,1,,,,4,,,5,,,,,,2,,,,,,,,,,3,,4,,,,,3,,,,,1,,,6,,,,
France,"8 Trezmalaouen, 29100 Kerlaz, France",North-east Atlantic Ocean,74,,,18,,,6,7,,25,,,,,,,,,,15,,,,,,30,,,17,2,,20,,5,,,,,,,,,,,,60,,,,10,,,6,,,,,,,,,,4,2,,,,,3,,5,,,,,,,,,,,,,,,,,
,Netley cricket field shoreline,North-east Atlantic Ocean,15,,,0,0,,0,1,,3,,,,,,,,,,12,,,1,,,0,,,2,,,1,0,1,,,,,,,,0,,,,0,,0,,,,,,,,,,,1,,,,,,,0,0,,,,0,,,,,,,,,,,,3,,,,,
Italy,Oasi Dunale Capaccio Paestum (SA),Unknown,100,,,1,,,3,1,2,3,,,,,,,,,,9,,7,,,2,16,,,4,,,7,1,2,,,,,,,,,,,,3,,,,,,,,,,,,,4,1,,,,,,6,,,193,,22,,,,,,,,,,,,15,5,,,,
Spain,Playa de las Amoladeras,Mediterranean Sea,864,Sandy,,39,42,,33,0,,9,,,,,,,,,,70,,,,,,131,,,22,,,,19,13,,,,,,,,15,,,,42,,17,,,,,3,,,3,,,,,,,,,,0,8,,,,2,,,,,,,,,,,,0,,,,,
France,goas lagorn,North-east Atlantic Ocean,97,Sandy,,,,,,,,,,,,,,,,,,2,,,,,,3,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,3,,,,,,,,,,,,1,,,,,
Bulgaria,Gradina,Black Sea,124,Sandy,,1,16,,27,19,,2,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,6,,,,,,,,,,,,,,,,,
Bulgaria,Gradina,Black Sea,124,Sandy,,1,7,,5,7,,7,,3,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,5,10,,4,,,,,,,,,1,,,,,,,,,1,9,,,,1,,,,,,,,,,,,,,,,,
Bulgaria,Gradina,Black Sea,124,Sandy,,5,3,,3,3,,1,1,,2,,,,1,,,3,,3,,1,,,,,6,,,20,,3,1,,,,,,,2,,,,18,,4,,,,,,,,,2,,,,,,,1,,,24,,,,7,,,,,,,,,,,,,,,,,
Bulgaria,Gradina,Black Sea,124,Sandy,,1,21,,1,20,,2,,,,,,,,,,4,,,,,,1,,,13,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,3,,,,,,,,,,,,,,,,,
,"5 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,350,,,20,,,7,,,10,,,,,,,,,,34,,,,,,20,,,,20,9,7,2,9,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,76,,,,,,,,,,,,1,,,,,2
Switzerland,lacléman_gland_kubela,,7,Rocky,,,4,,,,,,,,,,,,,,,,,2,1,,,6,,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,5,,,,,,,,,,,,2,2,,,,
Switzerland,lacléman_gland_kubela,,7,Rocky,,1,1,,,,,1,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,lacléman_gland_kubela,,7,Rocky,,,1,,,,,,,,,,,,,,,,,,,,,1,,,14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,3,,,,,,,4,,,,,4,2,,,,1
Switzerland,lacléman_gland_kubela,,7,Rocky,,4,12,,1,,,1,,,,,,,,,,,,1,1,,,,1,,94,2,,13,4,,,,,,,,,,,,,2,,,,,,,,,,,,,1,9,,,,,,,,,12,,15,2,,,,1,,,2,1,,,13,12,,,,3
Switzerland,zürichsee_wollishofen_langendorfm,,50,Rocky,,,,,,,,,,,,,,,,,,,,1,1,,22,22,,,3,2,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
Portugal,Labrego,North-east Atlantic Ocean,180,Sandy,,13,38,,3,1,,5,,,,,,,,,,29,,,,,,9,,,8,,,,3,32,,,,,,,,,,,,41,,14,,,,,,,,,,,,,,,,,,3,1,,,,4,,,,,,,,,,,,28,,,,,
Spain,"Bolonia, Cádiz",Mediterranean Sea,100,Sandy,,4,,,10,,3,5,,,,,,,,,,20,,,,,,5,,,3,,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,,1,4,,,,,,4,,,,21,,,,,,,,,,,,,2,0,,,,
Spain,"Valdevaqueros, Cádiz",Mediterranean Sea,100,Rocky,,,,,2,,,,,,,,,,,,,6,,,,,,,,,,,,,,4,,,,,,,,,,,,3,6,,,,1,,5,,,,,,,0,,,,,,,,,2,,,,,,,,,,,,,,2,0,,,,
Spain,"Valdevaqueros, Cádiz",Mediterranean Sea,100,Rocky,2,2,,,3,,,1,,,,1,,,,,,7,,,,,,40,,,6,,,,,2,,,,,,,,,,2,,6,5,,,,1,,6,,1,,,,2,3,,,,,,2,,,15,5,,,,,,,,,2,,,,6,7,,,,
Spain,Playa de las Amoladeras,Mediterranean Sea,864,Sandy,,0,0,,0,0,,0,,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,
Spain,Playa de las Amoladeras,Mediterranean Sea,864,Sandy,,53,60,,59,7,,16,,,,,5,,,,,95,,,,,,177,,,54,,,,44,29,,,,,,,,39,,,,45,,22,,,,,5,2,9,,,,,,,,,,,,12,,,,9,,,,,,,,,,,,2,,,,,
Italy,Sassonia di Marotta Marotta (PU),Unknown,100,,,,1,3,1,,,1,1,,,,,,,,,8,,6,2,6,2,2,,1,2,,2,2,,14,1,,,,,,,33,,,,,,,,,,,,,,,,,2,1,,,2,,,,,,32,,8,,1,,,,,5,,,,,,6,,,,1
,spiaggia di Buggerru,Mediterranean Sea,293,Sandy,,,,,3,,,1,,,,,,,,,,6,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,3,,,,,
,spiaggia di Buggerru,Mediterranean Sea,293,Sandy,,1,2,,1,,,4,,,,,,,,,,15,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,4,,,,,
Spain,playa de los arenales,North-east Atlantic Ocean,228,Sandy,,42,35,,12,4,,26,,,,,,,,,,8,,,,,,58,,,12,,,,,32,,,,,,,,21,,,,11,,8,,,,,,,,,,,,,,,,,,3,21,,,,13,,,,,,,,,,,,42,,,,,
Turkey,METU2,Mediterranean Sea,830,Sandy,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Spathi@kea,Mediterranean Sea,224,Sandy,,,2,,16,5,,,,,,,,,,,,,,1,,,1,8,,,1,,,8,8,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,
,"Promenade Andr? Pradayrol - Plage de la, Chemin de la Pointe de l''Aiguille, 06590 Th?oule-sur-Mer, France",Mediterranean Sea,750,,,20,,,3,,,5,,,3,,,,,,,3,,,,,,300,,,3,10,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"64200 Biarritz, France",North-east Atlantic Ocean,150,,,6,,,2,,,9,,,,,,,,,,16,,,,,1,178,,,40,100,,3,,2,,,,,,,,,,,,2,,,,11,,,,,,,,,,,,,1,,,,,,399,,76,,,,,,,,,,,,,,,,,
Bulgaria,shkorpilovzi,Black Sea,2829,Sandy,,,31,,9,4,,2,,,,,,,1,,,32,1,35,,5,3,999,,,22,,,22,,24,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,42,,,,18,,,,,,,,,,,,,,,,3,
Denmark,Greve Strand,Baltic Sea,1265,,,11,255,,7,21,,18,,,,,,,,,,174,,,,,,138,1,,41,,,,4,38,,,,,,,,1,,,,36,,2,1,,,,,,,,,,,,,,,,,6,122,,,1,4,,,,,,,,,,,,5,,,,,
Spain,"8 Calle Valle de Arán, 30868 La Azohía, Espagne",Mediterranean Sea,90,,,32,,,39,,,77,,,,,,,,,,27,,,,,,230,,,52,,,19,7,,,,,,,,,,,,,38,,,,218,,,18,,,,,,,,,,,,,,,,124,,6,,,,,,,,,,,,,,,,,17
Italy,Simeto,Mediterranean Sea,99,,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,,2,2,2,2,2,,,,,2,2,,2,2,2,,,,,,,2,,,2,,,,,,,,,,,,,,1,,,,,2,,2,,,,2,2,,,,2,2,2,2,2,1,2,,,,,,,,
Romania,Saturn,Black Sea,102,Sandy,,4,68,1,14,4,,9,,,,,,,,,,63,3,15,13,26,3,2421,1,4,353,18,8,41,7,221,36,,,,,,,,,,2,21,1,1,,1,,,,,,,,,38,47,,,,,,21,2,,103,,1,,,,,12,,1,,,,2,16,,,,1,1
Romania,Saturn,Black Sea,102,Sandy,,5,37,15,6,3,,19,,2,,,,,,,,32,4,7,5,25,3,484,2,,83,3,3,26,20,74,33,1,0,,,,,,,,,19,,,,1,,,,,,,,,14,1,,,,,,5,,,84,,42,,,,,20,,1,,,,,8,,,,,2
Romania,Saturn,Black Sea,102,Sandy,,2,54,,,,,,,,,,,,,,,40,,,,,3,27,,,,,5,,,29,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,60,,,,,7,,,,,,,,,,,,,,
Romania,Saturn,Black Sea,102,Sandy,,,38,7,,,,,1,1,,,,,,,,13,,,1,3,1,9,,,,,,,,14,,,,,,,,,,,1,7,1,,,,,,,,,,,,,16,,,,,,25,,,87,,6,,,,,,,,,,,,,,,,1,
Switzerland,Bielersee_Vinelz_FankhauserS,,35,Pebbels,,,,,,,,,,,,,,,,,,3,3,,1,6,,5,,,6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,56,,,,,,,,,21,,3,,,,,,,1,,,,,,,,,,
Switzerland,Bielersee_Vinelz_FankhauserS,,35,Pebbels,,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,16,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Switzerland,Bielersee_Vinelz_FankhauserS,,35,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Bielersee_Vinelz_FankhauserS,,35,Pebbels,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,6,2,,2,1,3,,,,,,,,,,,1,2,,,,,,,,,,,,,,55,,,,,,,,,78,,,,,,,,,,,,,2,,13,,,,1
Switzerland,Bielersee_Vinelz_FankhauserS,,35,Pebbels,,0,1,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,5,0,,0,0,0,0,0,2,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,32,,,0,0,,,,,26,0,1,0,,,,0,,0,0,0,,0,0,0,,,0,0
Spain,"Playa Heliópolis, Castellón/Castelló",Mediterranean Sea,100,Sandy,,1,,,2,,,1,,,,,,,,,,2,,,,,,58,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,1,1,,,,,,,,,,,,,,0,,,,
Switzerland,Ognonnaz-1,,47,Other (mixed),,,,,2,,,,,,,,,,,,,,,,,,,1,,,21,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,9,,,,,,,,,,,,,21,,,,
France,"plage du m?tro, 40220 Tarnos, France",North-east Atlantic Ocean,81,,,105,,,,80,,,,,,,,,,,,31,,,,,6,,,,,126,,,,,,,,,,,,,,,,29,,,,18,,,,,,,,,,,,,,5,,,,,46,,,,,,,,,,,,,,98,,,,,58
France,perros cale,North-east Atlantic Ocean,100,Pebbels,,,2,1,1,,,,,,1,,,,,,,4,,,,,,1,,,,,3,,1,,,,,,,,,,,,,35,,,,,,,11,,,1,,,,,4,,2,,,1,46,,,,4,,,,,,,,,,,6,,,,,,
Slovenia,test,Mediterranean Sea,101,Pebbels,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,"Spiaggia Terzo Cavone, Scanzano Jonico (MT)",Mediterranean Sea,100,,,5,1,,3,11,4,1,,2,2,,,,,1,1,16,2,3,,2,,17,,1,1,,,28,2,1,,4,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,1,,2,,,9,2,14,2,,,,,,,,,,,,,,,,
Portugal,"Passeio Mar?timo de Alg?s, 1495 Alg?s, Portugal",North-east Atlantic Ocean,150,,,5,,,4,1,,5,,,,,,,,,,20,,,,,,200,,,,,,5,,50,,,,,,,,,,,,20,,,,5,,,5,,,,,,,,,,1,2,,,,,10,,20,,,,,,,,,,,,20,,,,,
