,BeachCountry,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
24,Italy,"1 Parco del Conero, 60020 Sirolo, Italie",Mediterranean Sea,81,,,200.0,,,50.0,50.0,,100.0,,,,,,,,,,100.0,,,,,20.0,200.0,,,10.0,70.0,40.0,70.0,30.0,20.0,,,,,,,,,,,,80.0,,,,100.0,,,200.0,,,,,,,,,,2.0,15.0,,,,,100.0,,100.0,,,,,,,,,,,,100.0,,,,,50.0,,,,15.0,,,,,3.0,,,,,55.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,200.0,,,
25,Spain,"Torre de Cope, 30889 ?guilas, Murcia, Espa?a",Mediterranean Sea,150,,,203.0,,,1.0,,,1.0,,,3.0,,,,,,,81.0,,,,,3.0,31.0,,,53.0,3.0,1.0,16.0,3.0,27.0,,,,,,,,,,,,,,,,113.0,,,1.0,,,,,,,,,,,,,,,,427.0,,145.0,,,,,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,2.0,,,,,,,,,,,,,,,16.0,,,,,,,,,,22.0,,,0.0
26,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Italy,Free beach Viale Circe,Mediterranean Sea,100,Sandy,,2.0,,,,,3.0,,,,,,,,,,,92.0,,,22.0,12.0,8.0,1500.0,5.0,,18.0,23.0,14.0,7.0,18.0,25.0,,1.0,,,,,,,,,,,,,3.0,7.0,,,17.0,7.0,6.0,,,1.0,3.0,,4.0,,,,,,,,360.0,,42.0,,,,,12.0,,,,,,3.0,20.0,5.0,,,,18.0,,,,3.0,,,,,,7.0,,,,,,,,,32.0,,,,2.0,,,,3.0,,,,23.0,,4.0,,,,,,18.0,,,,7.0,1.0,,5.0,34.0,56.0,,,3.0,,,,,,,,,,4.0,,,,37.0,,,,12.0,,,,14.0,,15.0,
32,Greece,Lithi,Mediterranean Sea,49,Sandy,,5.0,2.0,,8.0,2.0,,5.0,,1.0,,1.0,,,,,,104.0,12.0,24.0,12.0,19.0,50.0,658.0,,,10.0,4.0,4.0,10.0,4.0,93.0,,,4.0,,,,,,,,30.0,57.0,,,,,,,23.0,18.0,5.0,,,,1.0,2.0,,,,1.0,,4.0,,1.0,444.0,19.0,6.0,,,,,,,,,,,7.0,96.0,,,1.0,1.0,1.0,,,2.0,1.0,,1.0,4.0,2.0,,,,,2.0,2.0,,,,,,,,2.0,,,,,,,,,25.0,,,,,,,,,,,11.0,20.0,,4.0,,3.0,,,,,,,,,,,,7.0,,,,3.0,2.0,,,,,2.0,,,,5.0,,,
33,France,"Rue Tutilenia Bidart, 64210 Bidart, France",North-east Atlantic Ocean,81,,,1000.0,,,5.0,5.0,,50.0,,,,,,,,,,20.0,,,,,2.0,20.0,,,,2.0,2.0,,,,,,,,,,,,,,,5.0,,,,5.0,,,5.0,,,,,,,,,,5.0,3.0,,,,,500.0,,500.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,,,,,,,,30.0,,,
34,Spain,"El Serradal, Castellón/Castelló",Mediterranean Sea,100,Sandy,,11.0,,,4.0,,,1.0,,,,,,,,,,7.0,,,,,,47.0,,,6.0,,,,,6.0,,,,,,,,,,,,3.0,5.0,,,,,,6.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
35,Greece,"Freattyda, Piraeus",Mediterranean Sea,281,Other (mixed),,46.0,,,50.0,18.0,4.0,,23.0,11.0,1.0,,,,,1.0,,350.0,,,,7.0,46.0,140.0,,,51.0,,,106.0,,464.0,,,,,,,,,,,,20.0,,5.0,,,,11.0,,,,3.0,,,10.0,2.0,,,,,,1.0,,,335.0,,285.0,,,,,,,50.0,,,,,20.0,,,,2.0,,,1.0,2.0,4.0,,,,,,,,,,7.0,,,,,,,,,8.0,12.0,2.0,,3.0,,2.0,,45.0,10.0,2.0,4.0,10.0,,,,,,,,,,43.0,2.0,14.0,5.0,,,,,,,,,,2.0,10.0,2.0,,,,,25.0,,3.0,,,,,,30.0,,,
36,Denmark,Seden Strand,Baltic Sea,286,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,3.0,,,,2.0,1.0,2.0,,,2.0,,,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,20.0,,,,,,4.0,2.0,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,1.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
37,France,"29 Rue des Dunes, 17580 Le Bois-Plage-en-Ré, France",North-east Atlantic Ocean,77,,,9.0,,,6.0,10.0,,10.0,,,,,,,,,,20.0,,,,,4.0,200.0,,,10.0,100.0,1.0,15.0,5.0,,,,,,,,,,,,,50.0,,,,20.0,,,2.0,,,,,,,,,,,10.0,,,,,10.0,,30.0,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,20.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,15.0,,20.0,,,,,,,,15.0,,,
38,Spain,"Cala Salitrona, Murcia",Mediterranean Sea,100,Sandy,,,,,680.0,,,,,,19.0,,,,,,,183.0,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,0.0,,,,,,,,,475.0,88.0,,,,,,,,,,,,,,0.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,0.0,,,,,,,,,,,,1.0,39.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,
39,Bulgaria,obzor detski lager,Black Sea,2805,Sandy,,,13.0,,14.0,11.0,1.0,,2.0,,,,,,,,,27.0,,3.0,9.0,4.0,3.0,16.0,,,8.0,1.0,,5.0,3.0,4.0,,,,,,,,,,,2.0,,,,,,,,4.0,,,,,1.0,,,,,,4.0,,,15.0,1.0,,,,15.0,,,,,,2.0,,,,1.0,,1.0,1.0,3.0,2.0,,,5.0,7.0,,,,,2.0,,,,2.0,2.0,1.0,,,,,3.0,,,1.0,8.0,2.0,1.0,1.0,7.0,2.0,10.0,,12.0,,1.0,,,,,,8.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,33.0,2.0,,,,,,
40,Bulgaria,obzor detski lager,Black Sea,2805,Sandy,,9.0,2.0,,17.0,29.0,5.0,,,,,,,,,,1.0,53.0,12.0,16.0,62.0,,8.0,,3.0,2.0,5.0,6.0,6.0,31.0,3.0,7.0,,1.0,,,,,,,,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,7.0,,,54.0,5.0,13.0,3.0,,3.0,,,,,,24.0,,,,2.0,,1.0,,,1.0,3.0,,2.0,5.0,1.0,,,1.0,3.0,,2.0,,,1.0,2.0,1.0,,,3.0,3.0,,,2.0,,,2.0,,,11.0,4.0,,,,5.0,,2.0,,,,,,,,,,3.0,,,13.0,,,,,,,,,,,,,,,,,8.0,1.0,2.0,,7.0,,,,,,4.0,
41,Bulgaria,obzor detski lager,Black Sea,2805,Sandy,,7.0,54.0,,18.0,29.0,,,,,,,2.0,,,,,47.0,,,,,3.0,135.0,,,10.0,14.0,,37.0,,8.0,,1.0,,2.0,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,32.0,7.0,,,15.0,,,,1.0,,,,,,,,,,,,1.0,,,8.0,1.0,11.0,,,2.0,,,5.0,,,1.0,12.0,,,,,,,,1.0,,,,,17.0,,10.0,,70.0,1.0,,,,,,,,,,,,1.0,19.0,1.0,,,,,,,,4.0,,,,,,,,,1.0,,17.0,,,,,,,,1.0,,3.0,
42,France,"Avenue des Cavaliers Anglet, 64600 Anglet, France",North-east Atlantic Ocean,81,,,20.0,,,1.0,6.0,,,,,,,,,,,,,,,,,5.0,30.0,,,9.0,,,2.0,,,,,,,,,,,,,,9.0,,,,,,,1.0,,,,,,,,,,13.0,2.0,,,,,25.0,,14.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,3.0,,6.0,,,,,,,,15.0,,,
43,Switzerland,zürichsee_wollishofen_langendorfm,,50,Rocky,,,4.0,,,,,1.0,,,,,,,,,,2.0,,,1.0,2.0,1.0,97.0,,,30.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,2.0,,,1.0,,,,,,18.0,,,,,,,,,,,,,,,2.0,,3.0,,,,,,,,1.0,,1.0,
44,Switzerland,zürichsee_wollishofen_langendorfm,,50,Rocky,,,,,,,,19.0,,,,,,,,,,3.0,,,2.0,2.0,,280.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,19.0,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,2.0,2.0,7.0,,,,,,,5.0,,,,,,1.0,,3.0,46.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
45,Switzerland,zürichsee_wollishofen_langendorfm,,50,Rocky,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,3.0,1.0,10.0,,,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,1.0,,,,,,,,,,,,,,4.0,23.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,,
46,Switzerland,zürichsee_wollishofen_langendorfm,,50,Rocky,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,3.0,104.0,104.0,,,8.0,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,13.0,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,19.0,,2.0,8.0,6.0,,,,,,,2.0,,,2.0,,,,,1.0,60.0,,,,,,,,,,,,,,,48.0,,1.0,,,,1.0,,,,8.0,,,
47,Switzerland,zürichsee_wollishofen_langendorfm,,50,Rocky,,1.0,3.0,,,,,,,,,,,,,,,1.0,,2.0,3.0,4.0,,8.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,3.0,,,,,,,,7.0,1.0,,,1.0,,1.0,18.0,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,1.0,,,
48,Ireland,silver strand 1000,North-east Atlantic Ocean,446,,,0.0,0.0,,0.0,0.0,,0.0,,,,,,1.0,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,1.0,,,,,,,,,,,,1.0,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
49,Ireland,silver strand 1000,North-east Atlantic Ocean,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Ireland,silver strand 1000,North-east Atlantic Ocean,446,,,0.0,0.0,,0.0,0.0,,0.0,,,,,1.0,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,1.0,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
51,Italy,"Spiaggia di Trentova, Agropoli (SA)",Mediterranean Sea,100,,,,,2.0,,,2.0,,,,,1.0,,,,,,56.0,,,,,9.0,,,,,,,19.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,9.0,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,31.0,312.0,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,2.0,,,48.0,,,,,,,,,
52,Ireland,Lawlors Strand,North-east Atlantic Ocean,195,Sandy,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,7.0,,,,,,,,,,,,,,,,,,,7.0,,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
53,Spain,ospar mutriku 2,North-east Atlantic Ocean,29,Rocky,,16.0,,,39.0,,,,,,,,,,,,,38.0,,,,,2.0,9.0,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
54,France,"96 Chemin de la Pointe du siège, 14150 Ouistreham, France",North-east Atlantic Ocean,72,,,20.0,,,4.0,,,4.0,,,,,,,,,,100.0,,,,,,40.0,,,70.0,100.0,1.0,5.0,10.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,70.0,3.0,,,,,40.0,,100.0,,,,,,,,,,,,50.0,,,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,10.0,,30.0,,,,,,,,50.0,,,
55,Italy,Piri Piri Maruggio (TA),Unknown,100,,,1.0,2.0,2.0,22.0,7.0,11.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,52.0,12.0,14.0,7.0,1.0,4.0,24.0,,1.0,2.0,,,16.0,,5.0,,,,,,3.0,,41.0,,,2.0,6.0,,,2.0,,3.0,,1.0,,6.0,,,,,,1.0,,6.0,4.0,,,,,36.0,26.0,97.0,18.0,,,,,,2.0,,,,1.0,29.0,1.0,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,14.0,,,,2.0,5.0,,1.0,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,1.0,,,,,5.0,,,,,,,,8.0,,6.0,
56,Greece,Mikali (base),Mediterranean Sea,389,Pebbels,,17.0,,,52.0,44.0,,12.0,,,,,,,,,,128.0,,,,,,2.0,,,26.0,,,,,13.0,,,,,,,,,,,,34.0,,2.0,,,,,,,,,,,,,,,,,,25.0,97.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,
57,Spain,Barceloneta beach,Mediterranean Sea,47,Other (mixed),,2.0,4.0,,2.0,5.0,,0.0,,,,,,,,,,50.0,,,,,,96.0,,,1.0,,,,4.0,158.0,,,,,,,,3.0,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,1.0,59.0,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
58,France,"10 Rue de Mer Melen, 22610 Pleubian, France",North-east Atlantic Ocean,73,,,20.0,,,5.0,10.0,,10.0,,,,,,,,,,10.0,,,,,5.0,50.0,,,5.0,10.0,,5.0,1.0,1.0,,,,,,,,,,,,100.0,,,,50.0,,,1.0,,,,,,,,,,10.0,5.0,,,,,20.0,,100.0,,,,,,,,,,,,20.0,,,,,1.0,,,,5.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,5.0,,10.0,,,,,,,,20.0,,,
59,France,"1237 Route de la Barre, 40220 Tarnos, France",North-east Atlantic Ocean,750,,,,,,,,,46.0,,,,,,,,,,26.0,,,,,2.0,262.0,,,,18.0,1.0,,1.0,4.0,,,,,,,,,5.0,,,50.0,,,,5.0,,,20.0,,,,,,,,,,7.0,,,,,,222.0,,220.0,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,31.0,,,0.0
60,Spain,"33 Musurieta Auzoa, 48650 Elexalde, Espagne",North-east Atlantic Ocean,81,,,118.0,22.0,,9.0,,,136.0,,,,,,,,,,19.0,,,,,,,,,,1.0,5.0,7.0,,1.0,,,,,,,,,,,,,,,,23.0,,,1.0,,,,,,,,,,,6.0,,,,,460.0,,12.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,1.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,20.0,,6.0,,,,,,,,199.0,,,
61,,DF Malherbe,Unknown,187,Other (mixed),,,,,,,,,,,,,,,,,,4.0,,,,,,28.0,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
62,Italy,Torre San Marco Agropoli (SA),Unknown,100,,,,3.0,,16.0,20.0,5.0,,,,,,,,,2.0,2.0,,,13.0,,,3.0,13.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,,,15.0,,30.0,5.0,1.0,,,,,,,,,,3.0,,,,,,,2.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,10.0,,,,,,,,2.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
63,,Clevedon,North-east Atlantic Ocean,497,Sandy,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Spain,"CA-305, 39120, Cantabria, Espa?a",North-east Atlantic Ocean,350,,,52.0,,,3.0,21.0,,4.0,,,6.0,,,,,,,108.0,,,,,1.0,10.0,,,6.0,14.0,1.0,12.0,6.0,9.0,,,,,,,,,7.0,,,229.0,,,,17.0,,,15.0,,,,,,,,,,1.0,16.0,,,,,225.0,,36.0,,,,,,,,,,,,89.0,,,,,6.0,,,,,,,,,3.0,,,,,,,,,,,,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,11.0,,2.0,,,,,,,,15.0,,,0.0
65,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,1.0,,,,,,,,,,,,,,,1.0,,,,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,1.0,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
68,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
69,Switzerland,katzenbach_zuerich_sanesim,,99,Other (mixed),,0.0,3.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
70,Belgium,"41 Zeedijk, 8380 zeebrugge, Belgique",North-east Atlantic Ocean,69,,,300.0,,,50.0,50.0,,20.0,,,,,,,,,,50.0,,,,,6.0,100.0,,,50.0,10.0,10.0,15.0,40.0,2.0,,,,,,,,,,,,10.0,,,,200.0,,,10.0,,,,,,,,,,0.0,6.0,,,,,100.0,,10.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,0.0,,,,,10.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,8.0,,10.0,,,,,,,,6.0,,,
71,Italy,"Spiaggia Marina di Priolo, Priolo Gargallo (SR)",Mediterranean Sea,100,,,14.0,1.0,,16.0,65.0,17.0,9.0,,,3.0,,1.0,7.0,,3.0,,5.0,,,,,,15.0,,,4.0,,,21.0,11.0,1.0,,,,,,,,,,,5.0,,,,3.0,3.0,,,,,,,,,,2.0,,,,,,,,,20.0,9.0,5.0,,,,,,,,,,,,,,,1.0,,,,,10.0,1.0,1.0,,2.0,,,,,,3.0,13.0,1.0,,,,2.0,,,3.0,,3.0,,2.0,37.0,49.0,,,11.0,2.0,,,,2.0,,,,,,,,,21.0,2.0,5.0,,,1.0,,,,,,,,,,,1.0,,1.0,,24.0,,,,1.0,,,,,,4.0,
