BeachCountry,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100
Romania,Vama Veche  2 Mai,Black Sea,2511,Other (mixed),,45.0,29.0,,101.0,22.0,,26.0,,,,,,,,,,23.0,,,,,,74.0,,,4.0,,,,7.0,6.0,,,,,,,,5.0,,,,56.0,,1.0,,,,,,,,,,,,,,,,,,14.0,25.0,,,,13.0,,,,,,,,,,,,5.0,,,,,
Romania,Vama Veche  2 Mai,Black Sea,2511,Other (mixed),,4.0,6.0,,43.0,33.0,2.0,10.0,,,,1.0,,,,,,20.0,,,2.0,2.0,2.0,10.0,,,10.0,,1.0,,3.0,4.0,,2.0,,,,,,1.0,,,5.0,7.0,,1.0,,1.0,,,,,,,,1.0,,,2.0,,,4.0,,5.0,5.0,,,1.0,4.0,,,,,,,,,,,,4.0,1.0,,,,
Romania,Vama Veche  2 Mai,Black Sea,2511,Other (mixed),12.0,12.0,12.0,,48.0,33.0,,4.0,12.0,,8.0,,,,,,,14.0,,,,18.0,,98.0,,,10.0,,,,6.0,2.0,,,,,,,,2.0,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,11.0,7.0,,,,11.0,,,,,,,,,,,,8.0,10.0,,,,
Spain,"Corna Becerra, A Coruña",North-east Atlantic Ocean,100,Rocky,,3.0,,,8.0,,1.0,5.0,,,1.0,1.0,,,,,,7.0,,,,,,,,,16.0,,,,,3.0,,,,,,,,,,8.0,,,13.0,,,,,,11.0,,,,,,8.0,15.0,,,,,,15.0,,,17.0,12.0,,,,,,,,,,,,,8.0,2.0,,,,2.0
Italy,Area protetta dunale Legambiente Eboli (SA),Mediterranean Sea,100,,2.0,2.0,1.0,1.0,16.0,36.0,5.0,,2.0,1.0,,,,,,1.0,,3.0,6.0,3.0,,,1.0,1.0,,,1.0,,2.0,5.0,1.0,21.0,,1.0,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,4.0,,,2.0,1.0,,,,,,,,,,,3.0,1.0,,1.0,1.0
Turkey,Test1,Mediterranean Sea,390,Sandy,,3.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Edighiol,Black Sea,107,Other (mixed),,,3.0,,16.0,25.0,2.0,6.0,,1.0,4.0,,,,,,,44.0,2.0,9.0,1.0,,,,,,15.0,,2.0,3.0,,,38.0,,,,,,,,,,1.0,7.0,,,,,,,,,5.0,,,,1.0,1.0,,,,,,69.0,,,14.0,,67.0,,,,,,,,,,,,1.0,,,,,
Bulgaria,Alepu,Black Sea,105,Sandy,,0.0,1.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,0.0
Bulgaria,Alepu,Black Sea,105,Sandy,,5.0,1.0,,11.0,3.0,,,,,,,,,,,,96.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,4.0,91.0,,,,23.0,,,,,,,,,,,,,,,,,
Bulgaria,Alepu,Black Sea,105,Sandy,,,5.0,,5.0,2.0,,,,,17.0,,,,,,,90.0,,9.0,,,2.0,,,,,,,,,3.0,,,,,,,,,,,1.0,9.0,,,,,,,,,,4.0,,,,,,,,,,,228.0,,,,6.0,,,,,,,3.0,,,,,4.0,,,,,3.0
Spain,La Llana,Mediterranean Sea,479,Sandy,,45.0,,,7.0,,4.0,15.0,,,,,,8.0,,,,63.0,,,,,,347.0,,,40.0,,,,,20.0,5.0,,,,,,,,,,,,72.0,82.0,,3.0,,2.0,16.0,9.0,6.0,,,,7.0,5.0,,,,,,3.0,199.0,,110.0,,55.0,,,,,,,20.0,,,,,19.0,3.0,12.0,1.0,2.0,1.0
,"60 Route de la Corniche, 29200 Brest, France",North-east Atlantic Ocean,750,,,200.0,,,2.0,4.0,,,,,,,,,,,,20.0,,,,,,668.0,,,,3.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,1.0,,,,,10.0,,15.0,,,,,,,,,,,,,,,,,
,"60 Route de la Corniche, 29200 Brest, France",North-east Atlantic Ocean,750,,,,,,1.0,1.0,,350.0,,,,,,,,,,23.0,,,,,1.0,1381.0,,,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,50.0,,24.0,,,,,,,,,,,,9.0,,,,,2.0
Italy,"via luigi sturzo, marina di Gioiosa Jonica RC, Italy, 89046 Marina di Gioiosa Ionica, Italie",Mediterranean Sea,89,,,216.0,,,56.0,63.0,,83.0,,,,,,,,,,37.0,,,,,3.0,570.0,,,,13.0,69.0,64.0,326.0,29.0,,,,,,,,,,,,47.0,,,,32.0,,,12.0,,,,,,,,,,,9.0,,,,,40.0,,245.0,,,,,,,,,,,,32.0,,,,,2.0
Bulgaria,alepu,Black Sea,2779,Sandy,,26.0,,,14.0,16.0,4.0,,2.0,,,,,,,1.0,,36.0,4.0,32.0,36.0,2.0,1.0,20.0,,,13.0,3.0,5.0,17.0,2.0,4.0,,,,,,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,,2.0,,,,,,1.0,,,7.0,5.0,4.0,,,,,,,,,2.0,,,,1.0,,,,,,
Bulgaria,alepu,Black Sea,2779,Sandy,,,97.0,,9.0,15.0,,,,,,,,,,,,,225.0,6.0,1.0,,9.0,,,,12.0,1.0,1.0,141.0,,18.0,,,,,,,,,,,5.0,149.0,,,,,,,,,,,,,,,,,2.0,,,1.0,134.0,2.0,32.0,2.0,,,,,,,,,,,,,,,,,8.0,3.0
Bulgaria,alepu,Black Sea,2779,Sandy,,10.0,7.0,,7.0,9.0,1.0,1.0,,,,1.0,1.0,,,,,34.0,1.0,,7.0,1.0,4.0,47.0,1.0,,3.0,9.0,1.0,25.0,5.0,12.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,10.0,1.0,7.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,
Bulgaria,alepu,Black Sea,2779,Sandy,,53.0,3.0,,17.0,15.0,2.0,6.0,1.0,3.0,,,1.0,,,,,65.0,1.0,85.0,3.0,,17.0,215.0,2.0,,45.0,9.0,,131.0,20.0,42.0,,2.0,,,,,,,,,15.0,4.0,,,,,,,,,,,,,,,,,,3.0,,1.0,47.0,1.0,,,,1.0,,,,,,3.0,,,,2.0,,2.0,,,3.0,2.0
Switzerland,Rhein_Basel_HungerbuehlerN,,33,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,Rhein_Basel_HungerbuehlerN,,33,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Spain,"36 Zurriola Hiribidea, 20002 Donostia, Espagne",North-east Atlantic Ocean,81,,,18.0,,,23.0,12.0,,5.0,,,,,,,,,,12.0,,,,,3.0,56.0,,,8.0,34.0,13.0,16.0,2.0,23.0,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,3.0,,19.0,,,,,,,,,,,,9.0,,,,,11.0
Italy,"Spiaggia di zona Arco, Tricase (LE)",Mediterranean Sea,100,,2.0,6.0,5.0,,64.0,,4.0,5.0,,,,,,,,,,15.0,,,,,,80.0,,,13.0,,,20.0,54.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,
Switzerland,Sihl_Menzingen_Kucharska_Magdalena,,50,Pebbels,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Sihl_Menzingen_Kucharska_Magdalena,,50,Pebbels,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Sihl_Menzingen_Kucharska_Magdalena,,50,Pebbels,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Portugal,"Avenida da Praia Peniche, 2520-206 Peniche, Portugal",North-east Atlantic Ocean,87,,,60.0,,,15.0,2.0,,20.0,,,,,,,,,,50.0,,,,,15.0,5.0,,,15.0,60.0,3.0,10.0,,30.0,,,,,,,,,,,,50.0,,,,5.0,,,,,,,,,,,,,,,,,,,100.0,,25.0,,,,,,,,,,,,200.0,,,,,5.0
Italy,Dominella Casalvelino (SA),Mediterranean Sea,100,,,2.0,,,1.0,,,,,,,1.0,,,,,,39.0,18.0,15.0,,,2.0,47.0,2.0,,3.0,,,,,5.0,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,39.0,,32.0,,,,,,,,1.0,,,,34.0,,,,,
Romania,Mamaia ,Black Sea,107,Sandy,,4.0,77.0,7.0,7.0,2.0,,14.0,1.0,1.0,,,,,,1.0,,90.0,15.0,9.0,9.0,8.0,3.0,2850.0,,1.0,418.0,14.0,13.0,14.0,8.0,183.0,6.0,2.0,,,,,,,,,2.0,40.0,1.0,,,,,,,1.0,2.0,,,,17.0,1.0,,,,,,8.0,0.0,,142.0,,46.0,,,,,,,,1.0,,,3.0,43.0,,,,1.0,1.0
Romania,Mamaia ,Black Sea,107,Sandy,,21.0,104.0,28.0,7.0,12.0,1.0,21.0,,,,,,,,,,42.0,4.0,1.0,6.0,11.0,2.0,52.0,1.0,3.0,94.0,6.0,5.0,30.0,6.0,33.0,3.0,,1.0,,,1.0,,,,,9.0,12.0,,,,7.0,,,,2.0,,,,1.0,17.0,8.0,,,,,,39.0,,,30.0,,252.0,2.0,,,,,,,2.0,,,,13.0,,,,,1.0
Italy,Porto Garibaldi,Mediterranean Sea,99,,16.0,28.0,28.0,28.0,16.0,16.0,4.0,16.0,4.0,4.0,2.0,2.0,2.0,1.0,10.0,1.0,,16.0,16.0,16.0,16.0,10.0,,3.0,6.0,2.0,16.0,16.0,3.0,16.0,16.0,16.0,1.0,1.0,3.0,3.0,29.0,29.0,10.0,29.0,29.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,10.0,2.0,10.0,1.0,,,10.0,10.0,24.0,24.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,7.0,2.0,249.0,1.0,3.0,1.0,7.0,2.0
Switzerland,sempachersee_sempach_tampec,,16,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,8.0,,,0.0,0.0,,,,,9.0,0.0,8.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0
Switzerland,sempachersee_sempach_tampec,,16,,,4.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,,5.0,1.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,29.0,,,0.0,0.0,,,,,1.0,0.0,5.0,0.0,,,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,sempachersee_sempach_tampec,,16,,,0.0,3.0,,0.0,0.0,,0.0,,,0.0,,,,,,,2.0,0.0,2.0,0.0,0.0,1.0,20.0,0.0,,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,2.0,0.0,,,,,,0.0,,,,,0.0,3.0,97.0,,,1.0,0.0,,,,,28.0,1.0,3.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,sempachersee_sempach_tampec,,16,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,,,,
Switzerland,sempachersee_sempach_tampec,,16,,,0.0,0.0,,2.0,0.0,,0.0,,,2.0,,,,,,,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,18.0,4.0,1.0,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,9.0,0.0,,,,,,0.0,,,,,0.0,0.0,37.0,,,0.0,0.0,,,,,61.0,0.0,9.0,0.0,,,,2.0,,0.0,2.0,0.0,,0.0,0.0,1.0,,,0.0,0.0
Switzerland,sempachersee_sempach_tampec,,16,,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,1.0,,,,,0.0,0.0,31.0,,,0.0,0.0,,,,,7.0,0.0,2.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,sempachersee_sempach_tampec,,16,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,5.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,20.0,,,0.0,0.0,,,,,8.0,0.0,17.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Spain,"Cala Santes Creus, Tarragona",Mediterranean Sea,100,Sandy,,50.0,,,,,15.0,,,,,,,,,,,90.0,,,,,,10.0,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,100.0,,,,
Turkey,Fil Burnu Beach (Anemone),Black Sea,342,Pebbels,2.0,459.0,,,132.0,72.0,24.0,85.0,4.0,13.0,9.0,,1.0,5.0,15.0,4.0,1.0,652.0,220.0,207.0,167.0,69.0,41.0,67.0,23.0,5.0,458.0,50.0,25.0,259.0,7.0,64.0,2.0,2.0,1.0,24.0,,,,,,,81.0,342.0,,22.0,4.0,5.0,,,7.0,,15.0,1.0,,1.0,39.0,,,,44.0,2.0,,26.0,,,1243.0,67.0,2197.0,10.0,,1.0,,4.0,,78.0,,,,26.0,,,1.0,,10.0,28.0
Turkey,Fil Burnu Beach (Anemone),Black Sea,342,Pebbels,1.0,68.0,,,8.0,10.0,3.0,42.0,,,2.0,,,,2.0,,,,,,109.0,2.0,7.0,15.0,1.0,,6.0,1.0,3.0,44.0,,1.0,,,,1.0,,,,,,,18.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,195.0,1.0,54.0,,,,,1.0,,1.0,,,,3.0,2.0,2.0,,,,4.0
France,"Grande plage, 44760 La Bernerie-en-Retz, France",North-east Atlantic Ocean,75,,,7.0,,,3.0,3.0,,30.0,,,,,,,,,,141.0,,,,,6.0,53.0,,,12.0,90.0,15.0,,,7.0,,,,,,,,,,,,325.0,,,,,,,,,,,,,,,,,42.0,1.0,,,,,870.0,,59.0,,,,,,,,,,,,26.0,,,,,30.0
Romania,Mamaia Nord (Anemone),Black Sea,107,Sandy,,,239.0,,3.0,3.0,1.0,,3.0,,,,,,,,,106.0,25.0,1.0,14.0,1.0,1.0,276.0,,1.0,145.0,10.0,,6.0,,61.0,17.0,,,,,,,,,,,14.0,,,,4.0,,,,,,,,,31.0,1.0,,,1.0,1.0,,27.0,,,240.0,,60.0,,,,,1.0,,,1.0,,,4.0,20.0,,,,,
Italy,Porto Tolle spiaggia di Barricata,Mediterranean Sea,99,,21.0,4.0,4.0,4.0,21.0,21.0,3.0,21.0,3.0,3.0,,,,4.0,12.0,4.0,1.0,21.0,21.0,21.0,21.0,12.0,4.0,7.0,4.0,2.0,21.0,21.0,2.0,21.0,21.0,21.0,2.0,2.0,,,10.0,10.0,12.0,10.0,10.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,,,4.0,2.0,2.0,2.0,2.0,12.0,2.0,12.0,2.0,,,12.0,12.0,70.0,70.0,2.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,2.0,2.0,37.0,6.0,4.0,6.0,,8.0
Slovenia,Piran MS Monitoring ,Mediterranean Sea,98,Pebbels,,,4.0,,,,,6.0,,,,,,,2.0,,,7.0,,,4.0,5.0,,9.0,,,8.0,3.0,,,1.0,,,,,,,,,20.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,13.0,,24.0,,,,,,,,,1.0,,,2.0,,,,,
Slovenia,Piran MS Monitoring ,Mediterranean Sea,98,Pebbels,,,,,2.0,,,8.0,,,,,,,,,,2.0,1.0,1.0,,,,8.0,,,,1.0,,,,1.0,,,,,,,,8.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,4.0,,51.0,,,,,,,,,,,,9.0,,,,1.0,
Slovenia,Piran MS Monitoring ,Mediterranean Sea,98,Pebbels,,8.0,,,,1.0,,7.0,,,,,,,,,,1.0,4.0,,,3.0,,11.0,1.0,,,3.0,,,,,,,,,,,,18.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,10.0,,31.0,,,,,1.0,,,,,,,2.0,,,,,
Slovenia,Piran MS Monitoring ,Mediterranean Sea,98,Pebbels,,3.0,,,,,,,,,,,,,,,,3.0,,,1.0,,1.0,2.0,,,6.0,1.0,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,9.0,,17.0,,,,,,,,,,,,8.0,1.0,,,,
Romania,Vama Veche  2 Mai,Black Sea,2511,Other (mixed),,34.0,43.0,,42.0,29.0,,25.0,,,,,,,,,,5.0,,,,,,102.0,,,6.0,,,,14.0,24.0,,,,,,,,18.0,,,,12.0,,14.0,,,,,,,,,,,,,,,,,,5.0,6.0,,,,8.0,,,,,,,,,,,,3.0,,,,,
Romania,Vama Veche  2 Mai,Black Sea,2511,Other (mixed),5.0,4.0,2.0,,23.0,57.0,3.0,8.0,,,,,,,,,,17.0,,,,11.0,8.0,104.0,,,7.0,,,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,6.0,,,,9.0,,,,,,,,,,,,2.0,,,,,
France,"19 Boulevard du G?n?ral de Gaulle, 64200 Biarritz, France",North-east Atlantic Ocean,350,,,15.0,,,1.0,1.0,,5.0,,,2.0,,,,,,,3.0,,,,,,2.0,,,5.0,3.0,,3.0,,2.0,,,,,,,,,6.0,,,15.0,,,,6.0,,,6.0,,,,,,,,,,,1.0,,,,,7.0,,8.0,,,,,,,,,,,,3.0,,,,,1.0
,"1237 Route de la Barre, 40220 Tarnos, France",North-east Atlantic Ocean,750,,,87.0,,,2.0,6.0,,20.0,,,7.0,,,,,,,80.0,,,,,5.0,40.0,,,3.0,20.0,,10.0,1.0,50.0,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,20.0,2.0,,,,,230.0,,20.0,,,,,,,,,,,,205.0,,,,,5.0
,zuerichsee_waendenswil_colomboc_1,,17,Rocky,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,8.0,2.0,2.0,,,,,1.0,,3.0,,,,1.0,,,,,,1.0
,"Unnamed Road, 29217 Le Conquet, France",North-east Atlantic Ocean,1600,,,,,,8.0,,,,,,,,,,,,,27.0,,,,,2.0,66.0,,,,30.0,6.0,10.0,,10.0,,,,,,,,,1.0,,,500.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,110.0,,,,,,,,,,,,,,,,,82.0
Spain,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Espa?a",Mediterranean Sea,750,,,,,,3.0,,,,,,,,,,,,,38.0,,,,,1.0,500.0,,,,20.0,5.0,18.0,16.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,
Spain,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Espa?a",Mediterranean Sea,750,,,,,,10.0,,,,,,,,,,,,,49.0,,,,,6.0,500.0,,,,10.0,7.0,17.0,14.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,
Spain,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Espa?a",Mediterranean Sea,750,,,,,,14.0,1.0,,,,,,,,,,,,68.0,,,,,4.0,750.0,,,,20.0,1.0,11.0,65.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,
Romania,Mamaia ,Black Sea,107,Sandy,,1.0,141.0,1.0,9.0,1.0,,13.0,1.0,,,,,,,2.0,,100.0,16.0,11.0,25.0,34.0,8.0,1738.0,2.0,1.0,152.0,31.0,15.0,35.0,9.0,103.0,29.0,5.0,,,,,,,,,7.0,2.0,,3.0,,,,,,1.0,,,,,12.0,6.0,,,,,,24.0,,,143.0,,11.0,,,,,8.0,,1.0,,,,4.0,3.0,,1.0,1.0,1.0,
Romania,Mamaia ,Black Sea,107,Sandy,,1.0,127.0,24.0,11.0,16.0,,1.0,4.0,,,,,,,,,31.0,12.0,,11.0,6.0,3.0,31.0,2.0,1.0,120.0,5.0,5.0,21.0,,23.0,7.0,1.0,,,,,,,,,7.0,6.0,1.0,2.0,,5.0,,,,,,,,,9.0,26.0,,,,,,19.0,,,84.0,5.0,172.0,,,,,1.0,,,,,,7.0,7.0,,,2.0,,2.0
Romania,Mamaia ,Black Sea,107,Sandy,,9.0,97.0,6.0,11.0,12.0,,3.0,1.0,,,,,,,4.0,,94.0,16.0,5.0,3.0,2.0,3.0,91.0,1.0,,55.0,9.0,6.0,26.0,6.0,41.0,5.0,5.0,,,,,,,,,11.0,22.0,4.0,,2.0,,,,,,,,,,26.0,,,,,,,5.0,2.0,,176.0,11.0,,,,,,,1.0,3.0,3.0,,,12.0,5.0,,1.0,1.0,,
Romania,Mamaia ,Black Sea,107,Sandy,,,3.0,,3.0,2.0,,,,,4.0,,,,,,,,,,,1.0,4.0,,,,,,,,,10.0,,1.0,,,,,,,,,,18.0,1.0,,,,,,,,,,,,,17.0,,,,,,1.0,,,43.0,,,,,,,,,,,,,,,,,,,
Switzerland,Rhein_Basel_HungerbuehlerN,,33,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,Rhein_Basel_HungerbuehlerN,,33,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
France,"283 Chemin de la Pin?de, 83000 Toulon, France",Mediterranean Sea,350,,,10.0,,,1.0,1.0,,,,,1.0,,,,,,,5.0,,,,,1.0,449.0,,,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,20.0,,30.0,,,,,,,,,,,,1.0,,,,,2.0
Denmark,Ore Strand,Baltic Sea,3702,,1.0,2.0,,,7.0,,,4.0,,,,,,,,,,5.0,,,,,1.0,182.0,,,20.0,,15.0,,,1.0,,,,,,,,,,,5.0,,,,15.0,5.0,,1.0,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Ermatingen,,1656,Pebbels,,2.0,12.0,,2.0,2.0,,,,1.0,,,,,,,,5.0,,8.0,,3.0,2.0,56.0,,,64.0,1.0,,6.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,9.0,10.0,,21.0,,,,7.0,,,,,,,,,,,,1.0
,", 33680 Le Porge, France",North-east Atlantic Ocean,79,,,50.0,,,,30.0,,30.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,10.0,,,,,50.0,,90.0,,,,,,,,,,,,,,,,,
France,"355 Route de Pen ar Pont, 29470 Plougastel-Daoulas, France",North-east Atlantic Ocean,750,,,15.0,,,3.0,3.0,,,,,,,,,,,,15.0,,,,,1.0,99.0,,,20.0,2.0,,6.0,,6.0,,,,,,,,,2.0,,,20.0,,,,,,,250.0,,,,,,,,,,1.0,1.0,,,,,150.0,,17.0,,,,,,,,,,,,,,,,,
,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",North-east Atlantic Ocean,750,,,20.0,,,,,,10.0,,,,,,,,,,10.0,,,,,,250.0,,,50.0,,,,,10.0,,,,,,,,,,,,10.0,,,,30.0,,,,,,,,,,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,25.0,,,,,10.0
,"68 Avenue Jean Mermoz, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,150,,,42.0,,,,,,,,,2.0,,,,,,,40.0,,,,,,44.0,,,,,,,41.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,
Switzerland,greifensee_maur_simmenc,,43,Sandy,,1.0,1.0,,,,,1.0,,,,,,,,,,4.0,,1.0,,1.0,,37.0,,,7.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,18.0,,,,,,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,,,1.0
